id,payee_id,deal_id,period,amount,product,close_date,metadata
TXN-00312,P052,DEAL-6952,2026-06,78505.84,Enterprise,2026-06-27,{}
TXN-00313,P039,DEAL-9552,2026-03,978.45,Add-On,2026-03-24,{}
TXN-00314,P044,DEAL-4209,2026-02,282554.06,Enterprise,2026-02-23,{}
TXN-00315,P003,DEAL-3018,2026-04,214614.17,Enterprise,2026-04-17,{}
TXN-00316,P030,DEAL-8912,2026-05,9290.46,,2026-05-05,"{""contract_length"": 36, ""renewal"": false}"
TXN-00317,P027,DEAL-7859,2026-05,3930.69,Add-On,2026-05-15,{}
TXN-00318,P043,DEAL-9393,2026-03,7313.45,,2026-03-21,{}
TXN-00319,P055,DEAL-5760,2026-06,13975.49,Starter,2026-06-06,{}
TXN-00320,P023,DEAL-2890,2026-03,43625.89,Pro,2026-03-24,{}
TXN-00321,P030,DEAL-1209,2026-05,56318.04,Enterprise,2026-05-25,{}
TXN-00322,P053,DEAL-5105,2026-02,1558.3,,2026-02-12,{}
TXN-00323,P053,DEAL-4675,2026-06,3025.72,Add-On,2026-06-10,{}
TXN-00324,P027,DEAL-7349,2026-04,9782.4,,2026-03-07,{}
TXN-00325,P031,DEAL-4695,2026-06,3692.95,Add-On,2026-06-07,{}
TXN-00326,P021,DEAL-8353,2026-02,835.11,Add-On,2026-02-02,{}
TXN-00327,P011,DEAL-3636,2026-05,3295.15,,2026-05-05,{}
TXN-00328,P045,DEAL-5934,2026-04,6154.09,,2026-04-08,{}
TXN-00329,P036,DEAL-3611,2026-04,47592.52,Pro,2026-04-11,{}
TXN-00330,P044,DEAL-9691,2026-04,67658.19,Pro,,{}
TXN-00331,P048,DEAL-4994,2026-01,4485.47,Add-On,2026-01-09,{}
TXN-00332,P037,DEAL-7143,2026-05,5578.62,,2026-05-11,{}
TXN-00333,P013,DEAL-9814,2026-05,206733.27,Enterprise,2026-05-22,{}
TXN-00334,P038,DEAL-8130,2026-06,9457.76,,2026-06-11,"{""contract_length"": 12, ""renewal"": true}"
TXN-00335,P019,DEAL-2154,2026-05,3048.81,,2026-05-14,{}
TXN-00336,P008,DEAL-9762,2026-01,3741.29,Add-On,2026-01-12,{}
TXN-00337,P053,DEAL-5937,2026-05,120379.36,Enterprise,2026-05-01,{}
TXN-00338,P011,DEAL-7406,2026-05,14481.75,Starter,2026-05-26,{}
TXN-00339,P001,DEAL-3316,2026-01,51257.46,Enterprise,2026-01-10,{}
TXN-00340,P025,DEAL-4469,2026-04,4331.56,Add-On,2026-04-09,{}
TXN-00341,P040,DEAL-1891,2026-05,211168.63,Enterprise,2026-05-07,{}
TXN-00342,P024,DEAL-6851,2026-02,3449.63,Add-On,2026-02-11,{}
TXN-00343,P052,DEAL-6008,2026-06,20667.65,Pro,2026-06-06,"{""contract_length"": 12, ""renewal"": true}"
TXN-00344,P048,DEAL-8145,2026-03,4235.37,,2026-03-15,{}
TXN-00345,P039,DEAL-2783,2026-02,3229.82,Add-On,2026-02-18,{}
TXN-00346,P045,DEAL-2252,2026-06,273026.3,Enterprise,2026-06-19,{}
TXN-00347,P003,DEAL-5269,2026-05,43047.28,Pro,2026-05-25,{}
TXN-00348,P011,DEAL-8613,2026-05,16338.78,Pro,,{}
TXN-00349,P044,DEAL-3717,2026-05,41235.43,Pro,2026-05-05,{}
TXN-00350,P025,DEAL-1662,2026-02,5388.78,,2026-02-17,{}
